chain_id,i,range
132d0bbe0a,7,154.2
132d0bbe0a,8,
132d0bbe0a,9,
132d0bbe0a,10,155.0
132d0bbe0a,11,154.2
132d0bbe0a,12,154.7
132d0bbe0a,13,153.4
132d0bbe0a,14,154.7
132d0bbe0a,15,
132d0bbe0a,16,153.2
132d0bbe0a,17,154.4
132d0bbe0a,18,
132d0bbe0a,19,154.2
132d0bbe0a,20,150.5
132d0bbe0a,21,
132d0bbe0a,22,151.0
132d0bbe0a,23,
132d0bbe0a,24,
132d0bbe0a,25,
132d0bbe0a,26,
132d0bbe0a,27,
132d0bbe0a,28,151.8
132d0bbe0a,29,
132d0bbe0a,30,
132d0bbe0a,31,
132d0bbe0a,32,
132d0bbe0a,33,152.4
132d0bbe0a,34,152.5
132d0bbe0a,35,153.8
132d0bbe0a,36,156.1
132d0bbe0a,37,
132d0bbe0a,38,159.5
132d0bbe0a,39,153.8
132d0bbe0a,40,157.2
132d0bbe0a,41,157.4
132d0bbe0a,42,157.6
132d0bbe0a,43,
132d0bbe0a,44,
132d0bbe0a,45,
132d0bbe0a,46,
132d0bbe0a,47,161.3
132d0bbe0a,48,
132d0bbe0a,49,159.7
132d0bbe0a,50,
132d0bbe0a,51,162.9
132d0bbe0a,52,166.6
132d0bbe0a,53,
132d0bbe0a,54,165.0
132d0bbe0a,55,165.8
132d0bbe0a,56,163.6
132d0bbe0a,57,164.2
132d0bbe0a,58,
132d0bbe0a,59,
132d0bbe0a,60,164.7
132d0bbe0a,61,168.5
132d0bbe0a,62,
132d0bbe0a,63,167.9
132d0bbe0a,64,169.0
132d0bbe0a,65,169.4
132d0bbe0a,66,
132d0bbe0a,67,
132d0bbe0a,68,
132d0bbe0a,69,
132d0bbe0a,70,171.6
132d0bbe0a,71,171.5
132d0bbe0a,72,168.4
132d0bbe0a,73,169.0
132d0bbe0a,74,
132d0bbe0a,75,
132d0bbe0a,76,168.4
132d0bbe0a,77,
132d0bbe0a,78,167.6
132d0bbe0a,79,166.3
132d0bbe0a,80,
132d0bbe0a,81,166.6
132d0bbe0a,82,
132d0bbe0a,83,166.8
132d0bbe0a,84,
132d0bbe0a,85,166.7
132d0bbe0a,86,165.4
132d0bbe0a,87,
132d0bbe0a,88,
132d0bbe0a,89,
132d0bbe0a,90,
132d0bbe0a,91,
132d0bbe0a,92,163.7
132d0bbe0a,93,164.2
132d0bbe0a,94,164.6
132d0bbe0a,95,
132d0bbe0a,96,161.5
132d0bbe0a,97,164.0
132d0bbe0a,98,
132d0bbe0a,99,
138b3e07b5,0,346.8
138b3e07b5,1,344.4
138b3e07b5,2,
138b3e07b5,3,
138b3e07b5,4,
138b3e07b5,5,
138b3e07b5,6,347.1
138b3e07b5,7,
138b3e07b5,8,
138b3e07b5,9,349.6
138b3e07b5,10,344.5
138b3e07b5,11,
138b3e07b5,12,
138b3e07b5,13,
138b3e07b5,14,
138b3e07b5,15,349.7
138b3e07b5,16,
138b3e07b5,17,345.1
138b3e07b5,18,346.3
138b3e07b5,19,
138b3e07b5,20,346.6
138b3e07b5,21,
138b3e07b5,22,
138b3e07b5,23,
138b3e07b5,24,346.6
138b3e07b5,25,
138b3e07b5,26,345.8
138b3e07b5,27,347.4
138b3e07b5,28,345.8
138b3e07b5,29,
138b3e07b5,30,346.0
138b3e07b5,31,
138b3e07b5,32,
138b3e07b5,33,346.5
138b3e07b5,34,347.3
138b3e07b5,35,345.5
138b3e07b5,36,
138b3e07b5,37,
138b3e07b5,38,
138b3e07b5,39,
138b3e07b5,40,348.4
138b3e07b5,41,347.8
138b3e07b5,42,349.1
138b3e07b5,43,
138b3e07b5,44,349.1
138b3e07b5,45,
138b3e07b5,46,
138b3e07b5,47,
138b3e07b5,48,
138b3e07b5,49,345.6
138b3e07b5,50,344.1
138b3e07b5,51,
138b3e07b5,52,345.3
138b3e07b5,53,348.0
138b3e07b5,54,
138b3e07b5,55,
138b3e07b5,56,
138b3e07b5,57,347.4
138b3e07b5,58,
138b3e07b5,59,345.5
138b3e07b5,60,343.5
138b3e07b5,61,343.5
138b3e07b5,62,338.5
138b3e07b5,63,
138b3e07b5,64,
138b3e07b5,65,345.8
138b3e07b5,66,347.0
138b3e07b5,67,
138b3e07b5,68,346.1
138b3e07b5,69,344.0
138b3e07b5,70,
138b3e07b5,71,
138b3e07b5,72,346.5
138b3e07b5,73,
138b3e07b5,74,
138b3e07b5,75,349.5
138b3e07b5,76,
138b3e07b5,77,345.9
138b3e07b5,78,
138b3e07b5,79,344.5
138b3e07b5,80,345.5
138b3e07b5,81,
138b3e07b5,82,344.4
138b3e07b5,83,345.5
138b3e07b5,84,
138b3e07b5,85,341.0
138b3e07b5,86,342.0
138b3e07b5,87,
138b3e07b5,88,343.8
138b3e07b5,89,344.1
138b3e07b5,90,341.8
138b3e07b5,91,343.5
138b3e07b5,92,341.2
138b3e07b5,93,342.2
138b3e07b5,94,
138b3e07b5,95,339.2
138b3e07b5,96,
138b3e07b5,97,340.6
138b3e07b5,98,336.6
138b3e07b5,99,
13bca57720,0,266.8
13bca57720,1,269.0
13bca57720,2,267.0
13bca57720,3,270.8
13bca57720,4,263.9
13bca57720,5,266.1
13bca57720,6,258.7
13bca57720,7,264.0
13bca57720,8,266.1
13bca57720,9,266.2
13bca57720,10,
13bca57720,11,266.3
13bca57720,12,265.9
13bca57720,13,267.0
13bca57720,14,267.3
13bca57720,15,
13bca57720,16,265.0
13bca57720,17,
13bca57720,18,
13bca57720,19,263.6
13bca57720,20,261.1
13bca57720,21,264.1
13bca57720,22,261.9
13bca57720,23,
13bca57720,24,263.4
13bca57720,25,268.5
13bca57720,26,262.1
13bca57720,27,264.8
13bca57720,28,271.4
13bca57720,29,
13bca57720,30,
13bca57720,31,261.7
13bca57720,32,264.3
13bca57720,33,262.6
13bca57720,34,265.2
13bca57720,35,265.5
13bca57720,36,263.0
13bca57720,37,
13bca57720,38,264.8
13bca57720,39,262.4
13bca57720,40,263.3
13bca57720,41,265.7
13bca57720,42,263.0
13bca57720,43,
13bca57720,44,262.8
13bca57720,45,266.2
13bca57720,46,263.3
13bca57720,47,266.5
13bca57720,48,263.4
13bca57720,49,266.1
13bca57720,50,266.7
13bca57720,51,263.5
13bca57720,52,264.7
13bca57720,53,263.5
13bca57720,54,265.5
13bca57720,55,265.6
13bca57720,56,263.6
13bca57720,57,266.9
13bca57720,58,264.9
13bca57720,59,
13bca57720,60,260.3
13bca57720,61,262.1
13bca57720,62,265.7
13bca57720,63,260.9
13bca57720,64,
13bca57720,65,269.1
13bca57720,66,262.9
13bca57720,67,
13bca57720,68,266.7
13bca57720,69,264.5
13bca57720,70,262.9
13bca57720,71,264.4
13bca57720,72,
13bca57720,73,263.6
13bca57720,74,265.4
13bca57720,75,
13bca57720,76,263.5
13bca57720,77,266.3
13bca57720,78,266.5
13bca57720,79,
13bca57720,80,265.7
13bca57720,81,261.2
13bca57720,82,
13bca57720,83,266.1
13bca57720,84,263.1
13bca57720,85,264.3
13bca57720,86,264.1
13bca57720,87,264.1
13bca57720,88,261.1
13bca57720,89,265.6
13bca57720,90,
13bca57720,91,
13bca57720,92,262.6
13bca57720,93,
13bca57720,94,264.7
13bca57720,95,264.2
13bca57720,96,262.0
13bca57720,97,259.8
13bca57720,98,
13bca57720,99,258.9
14b28e3c57,0,191.9
14b28e3c57,1,
14b28e3c57,2,190.8
14b28e3c57,3,191.4
14b28e3c57,4,192.2
14b28e3c57,5,190.5
14b28e3c57,6,190.1
14b28e3c57,7,190.2
14b28e3c57,8,190.9
14b28e3c57,9,191.0
14b28e3c57,10,189.9
14b28e3c57,11,192.7
14b28e3c57,12,
14b28e3c57,13,193.7
14b28e3c57,14,190.6
14b28e3c57,15,191.1
14b28e3c57,16,191.3
14b28e3c57,17,193.8
14b28e3c57,18,192.5
14b28e3c57,19,192.0
14b28e3c57,20,189.6
14b28e3c57,21,192.6
14b28e3c57,22,
14b28e3c57,23,
14b28e3c57,24,192.0
14b28e3c57,25,190.1
14b28e3c57,26,
14b28e3c57,27,189.9
14b28e3c57,28,192.1
14b28e3c57,29,188.6
14b28e3c57,30,187.7
14b28e3c57,31,187.2
14b28e3c57,32,185.6
14b28e3c57,33,187.2
14b28e3c57,34,186.9
14b28e3c57,35,188.4
14b28e3c57,36,189.4
14b28e3c57,37,186.8
14b28e3c57,38,188.5
14b28e3c57,39,187.5
14b28e3c57,40,186.6
14b28e3c57,41,
14b28e3c57,42,
14b28e3c57,43,185.7
14b28e3c57,44,186.1
14b28e3c57,45,188.0
14b28e3c57,46,
14b28e3c57,47,184.2
14b28e3c57,48,
14b28e3c57,49,183.8
14b28e3c57,50,188.0
14b28e3c57,51,186.4
14b28e3c57,52,188.0
14b28e3c57,53,186.7
14b28e3c57,54,184.9
14b28e3c57,55,190.3
14b28e3c57,56,184.9
14b28e3c57,57,189.1
14b28e3c57,58,187.7
14b28e3c57,59,
14b28e3c57,60,
14b28e3c57,61,186.8
14b28e3c57,62,186.9
14b28e3c57,63,
14b28e3c57,64,189.2
14b28e3c57,65,190.6
14b28e3c57,66,189.6
14b28e3c57,67,189.0
14b28e3c57,68,188.9
14b28e3c57,69,189.3
14b28e3c57,70,191.1
14b28e3c57,71,191.7
14b28e3c57,72,188.7
14b28e3c57,73,186.9
14b28e3c57,74,192.0
14b28e3c57,75,189.5
14b28e3c57,76,190.3
14b28e3c57,77,190.4
14b28e3c57,78,
14b28e3c57,79,189.5
14b28e3c57,80,
14b28e3c57,81,
14b28e3c57,82,192.1
14b28e3c57,83,189.6
14b28e3c57,84,191.2
14b28e3c57,85,191.0
14b28e3c57,86,188.8
14b28e3c57,87,191.6
14b28e3c57,88,188.1
14b28e3c57,89,187.8
14b28e3c57,90,189.6
14b28e3c57,91,186.2
14b28e3c57,92,
14b28e3c57,93,188.8
14b28e3c57,94,187.1
14b28e3c57,95,185.5
14b28e3c57,96,185.8
14b28e3c57,97,188.4
14b28e3c57,98,187.8
14b28e3c57,99,187.5
14ecdf3a7f,0,207.1
14ecdf3a7f,1,205.0
14ecdf3a7f,2,207.3
14ecdf3a7f,3,208.0
14ecdf3a7f,4,210.4
14ecdf3a7f,5,211.4
14ecdf3a7f,6,209.3
14ecdf3a7f,7,209.9
14ecdf3a7f,8,208.7
14ecdf3a7f,9,
14ecdf3a7f,10,211.2
14ecdf3a7f,11,
14ecdf3a7f,12,
14ecdf3a7f,13,213.4
14ecdf3a7f,14,211.6
14ecdf3a7f,15,
14ecdf3a7f,16,213.8
14ecdf3a7f,17,
14ecdf3a7f,18,208.1
14ecdf3a7f,19,206.4
14ecdf3a7f,20,210.2
14ecdf3a7f,21,210.5
14ecdf3a7f,22,
14ecdf3a7f,23,209.8
14ecdf3a7f,24,210.3
14ecdf3a7f,25,211.8
14ecdf3a7f,26,
14ecdf3a7f,27,
14ecdf3a7f,28,211.6
14ecdf3a7f,29,211.1
14ecdf3a7f,30,209.5
14ecdf3a7f,31,211.4
14ecdf3a7f,32,209.1
14ecdf3a7f,33,209.6
14ecdf3a7f,34,206.2
14ecdf3a7f,35,209.5
14ecdf3a7f,36,207.4
14ecdf3a7f,37,
14ecdf3a7f,38,207.5
14ecdf3a7f,39,
14ecdf3a7f,40,
14ecdf3a7f,41,208.9
14ecdf3a7f,42,207.6
14ecdf3a7f,43,209.7
14ecdf3a7f,44,209.6
14ecdf3a7f,45,209.2
14ecdf3a7f,46,210.3
14ecdf3a7f,47,209.3
14ecdf3a7f,48,209.9
14ecdf3a7f,49,211.7
14ecdf3a7f,50,
14ecdf3a7f,51,210.5
14ecdf3a7f,52,213.6
14ecdf3a7f,53,210.5
14ecdf3a7f,54,211.5
14ecdf3a7f,55,209.7
14ecdf3a7f,56,209.7
14ecdf3a7f,57,208.4
14ecdf3a7f,58,210.1
14ecdf3a7f,59,210.6
14ecdf3a7f,60,209.4
14ecdf3a7f,61,209.9
14ecdf3a7f,62,209.3
14ecdf3a7f,63,210.6
14ecdf3a7f,64,209.0
14ecdf3a7f,65,208.0
14ecdf3a7f,66,210.3
14ecdf3a7f,67,209.6
14ecdf3a7f,68,207.8
14ecdf3a7f,69,207.8
14ecdf3a7f,70,
14ecdf3a7f,71,209.5
14ecdf3a7f,72,206.4
14ecdf3a7f,73,205.4
14ecdf3a7f,74,211.6
14ecdf3a7f,75,208.1
14ecdf3a7f,76,207.7
14ecdf3a7f,77,206.3
14ecdf3a7f,78,209.0
14ecdf3a7f,79,208.9
14ecdf3a7f,80,
14ecdf3a7f,81,208.9
14ecdf3a7f,82,208.1
14ecdf3a7f,83,202.4
14ecdf3a7f,84,
14ecdf3a7f,85,
14ecdf3a7f,86,207.3
14ecdf3a7f,87,208.5
14ecdf3a7f,88,205.7
14ecdf3a7f,89,
14ecdf3a7f,90,207.8
14ecdf3a7f,91,205.8
14ecdf3a7f,92,
14ecdf3a7f,93,205.6
14ecdf3a7f,94,203.8
14ecdf3a7f,95,203.1
14ecdf3a7f,96,203.6
14ecdf3a7f,97,203.6
14ecdf3a7f,98,206.1
14ecdf3a7f,99,203.3
15447ad605,0,284.0
15447ad605,1,287.5
15447ad605,2,282.0
15447ad605,3,285.5
15447ad605,4,287.3
15447ad605,5,
15447ad605,6,
15447ad605,7,286.7
15447ad605,8,286.6
15447ad605,9,286.9
15447ad605,10,
15447ad605,11,287.4
15447ad605,12,
15447ad605,13,
15447ad605,14,
15447ad605,15,
15447ad605,16,286.7
15447ad605,17,284.3
15447ad605,18,
15447ad605,19,283.1
15447ad605,20,286.2
15447ad605,21,285.5
15447ad605,22,
15447ad605,23,282.9
15447ad605,24,288.1
15447ad605,25,
15447ad605,26,280.2
15447ad605,27,282.5
15447ad605,28,
15447ad605,29,286.2
15447ad605,30,289.3
15447ad605,31,285.6
15447ad605,32,285.5
15447ad605,33,278.3
15447ad605,34,
15447ad605,35,285.7
15447ad605,36,286.0
15447ad605,37,
15447ad605,38,
15447ad605,39,285.9
15447ad605,40,282.0
15447ad605,41,285.3
15447ad605,42,279.7
15447ad605,43,
15447ad605,44,283.8
15447ad605,45,284.3
15447ad605,46,
15447ad605,47,
15447ad605,48,
15447ad605,49,281.5
15447ad605,50,
15447ad605,51,
15447ad605,52,287.5
15447ad605,53,285.9
15447ad605,54,283.3
15447ad605,55,283.5
15447ad605,56,291.0
15447ad605,57,
15447ad605,58,289.3
15447ad605,59,288.9
15447ad605,60,
15447ad605,61,290.6
15447ad605,62,
15447ad605,63,
15447ad605,64,285.6
15447ad605,65,289.9
15447ad605,66,292.4
15447ad605,67,
15447ad605,68,
15447ad605,69,288.8
15447ad605,70,286.9
15447ad605,71,289.7
15447ad605,72,287.5
15447ad605,73,288.2
15447ad605,74,
15447ad605,75,287.3
15447ad605,76,
15447ad605,77,286.4
15447ad605,78,
15447ad605,79,285.4
15447ad605,80,
15447ad605,81,
15447ad605,82,287.6
15447ad605,83,
15447ad605,84,
15447ad605,85,
15447ad605,86,288.5
15447ad605,87,285.9
15447ad605,88,283.2
15447ad605,89,287.6
15447ad605,90,
15447ad605,91,
15447ad605,92,283.4
15447ad605,93,
15447ad605,94,
15447ad605,95,283.2
15447ad605,96,289.3
15447ad605,97,292.2
15447ad605,98,284.4
15447ad605,99,288.0
155bf7a9c7,0,137.7
155bf7a9c7,1,
155bf7a9c7,2,137.5
155bf7a9c7,3,137.6
155bf7a9c7,4,136.5
155bf7a9c7,5,138.7
155bf7a9c7,6,138.1
155bf7a9c7,7,138.9
155bf7a9c7,8,
155bf7a9c7,9,
155bf7a9c7,10,141.7
155bf7a9c7,11,140.4
155bf7a9c7,12,142.8
155bf7a9c7,13,140.9
155bf7a9c7,14,
155bf7a9c7,15,
155bf7a9c7,16,141.1
155bf7a9c7,17,139.3
155bf7a9c7,18,
155bf7a9c7,19,
155bf7a9c7,20,140.8
155bf7a9c7,21,
155bf7a9c7,22,139.6
155bf7a9c7,23,139.9
155bf7a9c7,24,141.5
155bf7a9c7,25,137.8
155bf7a9c7,26,137.6
155bf7a9c7,27,
155bf7a9c7,28,
155bf7a9c7,29,140.0
155bf7a9c7,30,
155bf7a9c7,31,140.8
155bf7a9c7,32,
155bf7a9c7,33,140.1
155bf7a9c7,34,
155bf7a9c7,35,137.1
155bf7a9c7,36,
155bf7a9c7,37,138.7
155bf7a9c7,38,138.6
155bf7a9c7,39,138.2
155bf7a9c7,40,136.9
155bf7a9c7,41,
155bf7a9c7,42,139.9
155bf7a9c7,43,139.5
155bf7a9c7,44,
155bf7a9c7,45,142.1
155bf7a9c7,46,138.3
155bf7a9c7,47,
155bf7a9c7,48,140.7
155bf7a9c7,49,
155bf7a9c7,50,140.7
155bf7a9c7,51,140.7
155bf7a9c7,52,139.5
155bf7a9c7,53,139.4
155bf7a9c7,54,136.8
155bf7a9c7,55,138.3
155bf7a9c7,56,139.8
155bf7a9c7,57,139.3
155bf7a9c7,58,
155bf7a9c7,59,139.6
155bf7a9c7,60,
155bf7a9c7,61,137.8
155bf7a9c7,62,138.8
155bf7a9c7,63,137.3
155bf7a9c7,64,
155bf7a9c7,65,139.1
155bf7a9c7,66,140.7
155bf7a9c7,67,138.9
155bf7a9c7,68,
155bf7a9c7,69,135.8
155bf7a9c7,70,138.4
155bf7a9c7,71,140.4
155bf7a9c7,72,
155bf7a9c7,73,138.6
155bf7a9c7,74,141.8
155bf7a9c7,75,
155bf7a9c7,76,
155bf7a9c7,77,140.3
155bf7a9c7,78,141.0
155bf7a9c7,79,142.8
155bf7a9c7,80,143.8
155bf7a9c7,81,141.9
155bf7a9c7,82,141.5
155bf7a9c7,83,
155bf7a9c7,84,140.5
155bf7a9c7,85,137.9
155bf7a9c7,86,140.7
155bf7a9c7,87,142.9
155bf7a9c7,88,
155bf7a9c7,89,
155bf7a9c7,90,138.9
155bf7a9c7,91,
155bf7a9c7,92,140.9
155bf7a9c7,93,
155bf7a9c7,94,140.0
155bf7a9c7,95,
155bf7a9c7,96,138.1
155bf7a9c7,97,138.7
155bf7a9c7,98,137.2
155bf7a9c7,99,138.7
16b7bf5d44,0,110.7
16b7bf5d44,1,109.6
16b7bf5d44,2,108.5
16b7bf5d44,3,
16b7bf5d44,4,110.6
16b7bf5d44,5,108.4
16b7bf5d44,6,
16b7bf5d44,7,109.3
16b7bf5d44,8,109.5
16b7bf5d44,9,108.9
16b7bf5d44,10,107.5
16b7bf5d44,11,109.4
16b7bf5d44,12,109.8
16b7bf5d44,13,110.2
16b7bf5d44,14,111.5
16b7bf5d44,15,107.8
16b7bf5d44,16,
16b7bf5d44,17,111.6
16b7bf5d44,18,111.7
16b7bf5d44,19,110.3
16b7bf5d44,20,107.8
16b7bf5d44,21,
16b7bf5d44,22,
16b7bf5d44,23,108.2
16b7bf5d44,24,107.4
16b7bf5d44,25,107.5
16b7bf5d44,26,107.2
16b7bf5d44,27,105.0
16b7bf5d44,28,107.6
16b7bf5d44,29,107.1
16b7bf5d44,30,
16b7bf5d44,31,107.5
16b7bf5d44,32,
16b7bf5d44,33,104.1
16b7bf5d44,34,106.4
16b7bf5d44,35,
16b7bf5d44,36,105.0
16b7bf5d44,37,
16b7bf5d44,38,102.8
16b7bf5d44,39,101.7
16b7bf5d44,40,105.9
16b7bf5d44,41,
16b7bf5d44,42,103.3
16b7bf5d44,43,102.7
16b7bf5d44,44,
16b7bf5d44,45,102.7
16b7bf5d44,46,
16b7bf5d44,47,104.5
16b7bf5d44,48,
16b7bf5d44,49,101.0
16b7bf5d44,50,104.8
16b7bf5d44,51,103.0
16b7bf5d44,52,
16b7bf5d44,53,
16b7bf5d44,54,102.4
16b7bf5d44,55,102.1
16b7bf5d44,56,103.5
16b7bf5d44,57,103.3
16b7bf5d44,58,103.9
16b7bf5d44,59,105.0
16b7bf5d44,60,104.3
16b7bf5d44,61,104.8
16b7bf5d44,62,105.7
16b7bf5d44,63,105.7
16b7bf5d44,64,105.8
16b7bf5d44,65,103.5
16b7bf5d44,66,105.5
16b7bf5d44,67,104.9
16b7bf5d44,68,102.3
16b7bf5d44,69,
16b7bf5d44,70,
16b7bf5d44,71,
16b7bf5d44,72,102.7
16b7bf5d44,73,101.6
16b7bf5d44,74,101.9
16b7bf5d44,75,103.0
16b7bf5d44,76,103.1
16b7bf5d44,77,103.3
16b7bf5d44,78,101.5
16b7bf5d44,79,103.2
16b7bf5d44,80,103.8
16b7bf5d44,81,
16b7bf5d44,82,105.7
16b7bf5d44,83,104.4
16b7bf5d44,84,105.8
16b7bf5d44,85,103.7
16b7bf5d44,86,104.1
16b7bf5d44,87,105.8
16b7bf5d44,88,104.0
16b7bf5d44,89,103.2
16b7bf5d44,90,104.4
16b7bf5d44,91,103.1
16b7bf5d44,92,102.7
16b7bf5d44,93,101.6
16b7bf5d44,94,
16b7bf5d44,95,102.8
16b7bf5d44,96,
16b7bf5d44,97,103.0
16b7bf5d44,98,
16b7bf5d44,99,102.7
173a21086d,0,376.5
173a21086d,1,372.2
173a21086d,2,
173a21086d,3,370.5
173a21086d,4,371.5
173a21086d,5,
173a21086d,6,372.0
173a21086d,7,374.7
173a21086d,8,
173a21086d,9,372.3
173a21086d,10,370.4
173a21086d,11,371.0
173a21086d,12,374.9
173a21086d,13,377.5
173a21086d,14,
173a21086d,15,
173a21086d,16,377.0
173a21086d,17,376.3
173a21086d,18,
173a21086d,19,371.7
173a21086d,20,377.5
173a21086d,21,
173a21086d,22,
173a21086d,23,371.7
173a21086d,24,
173a21086d,25,377.4
173a21086d,26,376.9
173a21086d,27,
173a21086d,28,372.7
173a21086d,29,370.8
173a21086d,30,
173a21086d,31,372.5
173a21086d,32,
173a21086d,33,
173a21086d,34,371.0
173a21086d,35,372.5
173a21086d,36,372.5
173a21086d,37,369.1
173a21086d,38,
173a21086d,39,
173a21086d,40,371.8
173a21086d,41,370.8
173a21086d,42,372.0
173a21086d,43,373.6
173a21086d,44,
173a21086d,45,
173a21086d,46,372.7
173a21086d,47,
173a21086d,48,376.3
173a21086d,49,
173a21086d,50,
173a21086d,51,376.9
173a21086d,52,376.1
173a21086d,53,378.8
173a21086d,54,
173a21086d,55,
173a21086d,56,
173a21086d,57,
173a21086d,58,375.9
173a21086d,59,379.3
173a21086d,60,377.3
173a21086d,61,
173a21086d,62,
173a21086d,63,377.3
173a21086d,64,377.5
173a21086d,65,379.4
173a21086d,66,
173a21086d,67,
173a21086d,68,375.1
173a21086d,69,374.8
173a21086d,70,
173a21086d,71,376.5
173a21086d,72,
173a21086d,73,379.4
173a21086d,74,378.9
173a21086d,75,376.7
173a21086d,76,
173a21086d,77,
173a21086d,78,
173a21086d,79,378.7
173a21086d,80,375.1
173a21086d,81,
173a21086d,82,
173a21086d,83,375.7
173a21086d,84,
173a21086d,85,380.2
173a21086d,86,377.8
173a21086d,87,
173a21086d,88,
173a21086d,89,379.5
173a21086d,90,379.1
173a21086d,91,
173a21086d,92,376.4
173a21086d,93,
173a21086d,94,381.2
173a21086d,95,
173a21086d,96,
173a21086d,97,381.4
173a21086d,98,
173a21086d,99,
173f5cd21f,0,380.7
173f5cd21f,1,387.0
173f5cd21f,2,383.5
173f5cd21f,3,388.0
173f5cd21f,4,
173f5cd21f,5,392.6
173f5cd21f,6,383.2
173f5cd21f,7,387.6
173f5cd21f,8,389.5
173f5cd21f,9,384.1
173f5cd21f,10,389.1
173f5cd21f,11,385.3
173f5cd21f,12,385.8
173f5cd21f,13,387.3
173f5cd21f,14,382.8
173f5cd21f,15,387.2
173f5cd21f,16,380.4
173f5cd21f,17,379.7
173f5cd21f,18,383.2
173f5cd21f,19,381.4
173f5cd21f,20,383.2
173f5cd21f,21,381.1
173f5cd21f,22,382.1
173f5cd21f,23,384.0
173f5cd21f,24,382.7
173f5cd21f,25,392.6
173f5cd21f,26,380.4
173f5cd21f,27,
173f5cd21f,28,379.9
173f5cd21f,29,378.3
173f5cd21f,30,380.1
173f5cd21f,31,377.8
173f5cd21f,32,380.0
173f5cd21f,33,376.7
173f5cd21f,34,
173f5cd21f,35,377.3
173f5cd21f,36,376.3
173f5cd21f,37,385.4
173f5cd21f,38,380.0
173f5cd21f,39,377.6
173f5cd21f,40,376.5
173f5cd21f,41,380.3
173f5cd21f,42,379.2
173f5cd21f,43,380.4
173f5cd21f,44,381.5
173f5cd21f,45,378.0
173f5cd21f,46,377.3
173f5cd21f,47,
173f5cd21f,48,
173f5cd21f,49,373.3
173f5cd21f,50,381.0
173f5cd21f,51,381.4
173f5cd21f,52,
173f5cd21f,53,380.4
173f5cd21f,54,379.4
173f5cd21f,55,379.6
173f5cd21f,56,380.4
173f5cd21f,57,380.6
173f5cd21f,58,380.8
173f5cd21f,59,380.9
173f5cd21f,60,383.9
173f5cd21f,61,383.0
173f5cd21f,62,383.0
173f5cd21f,63,381.7
173f5cd21f,64,382.1
173f5cd21f,65,381.2
173f5cd21f,66,381.0
173f5cd21f,67,379.5
173f5cd21f,68,380.1
173f5cd21f,69,376.1
173f5cd21f,70,378.6
173f5cd21f,71,377.9
173f5cd21f,72,
173f5cd21f,73,376.9
173f5cd21f,74,
173f5cd21f,75,374.7
173f5cd21f,76,376.2
173f5cd21f,77,378.7
173f5cd21f,78,377.5
173f5cd21f,79,379.1
173f5cd21f,80,381.0
173f5cd21f,81,379.9
173f5cd21f,82,375.7
173f5cd21f,83,378.9
173f5cd21f,84,379.7
173f5cd21f,85,379.7
173f5cd21f,86,380.2
173f5cd21f,87,380.7
173f5cd21f,88,381.0
173f5cd21f,89,378.8
173f5cd21f,90,381.4
173f5cd21f,91,381.6
173f5cd21f,92,377.1
173f5cd21f,93,378.5
173f5cd21f,94,380.5
173f5cd21f,95,373.0
173f5cd21f,96,372.3
173f5cd21f,97,377.0
173f5cd21f,98,380.3
173f5cd21f,99,377.6
175fb32b0d,0,251.3
175fb32b0d,1,251.3
175fb32b0d,2,253.6
175fb32b0d,3,253.0
175fb32b0d,4,253.6
175fb32b0d,5,255.1
175fb32b0d,6,255.0
175fb32b0d,7,
175fb32b0d,8,255.5
175fb32b0d,9,254.0
175fb32b0d,10,255.6
175fb32b0d,11,256.7
175fb32b0d,12,253.3
175fb32b0d,13,
175fb32b0d,14,253.3
175fb32b0d,15,
175fb32b0d,16,
175fb32b0d,17,253.8
175fb32b0d,18,
175fb32b0d,19,255.6
175fb32b0d,20,
175fb32b0d,21,255.6
175fb32b0d,22,
175fb32b0d,23,255.5
175fb32b0d,24,256.3
175fb32b0d,25,
175fb32b0d,26,253.6
175fb32b0d,27,
175fb32b0d,28,255.0
175fb32b0d,29,255.1
175fb32b0d,30,
175fb32b0d,31,253.0
175fb32b0d,32,254.6
175fb32b0d,33,255.3
175fb32b0d,34,254.7
175fb32b0d,35,253.6
175fb32b0d,36,
175fb32b0d,37,
175fb32b0d,38,253.0
175fb32b0d,39,254.5
175fb32b0d,40,254.0
175fb32b0d,41,255.2
175fb32b0d,42,
175fb32b0d,43,253.1
175fb32b0d,44,251.9
175fb32b0d,45,254.2
175fb32b0d,46,
175fb32b0d,47,251.7
175fb32b0d,48,253.3
175fb32b0d,49,253.5
175fb32b0d,50,253.5
175fb32b0d,51,253.2
175fb32b0d,52,253.1
175fb32b0d,53,253.4
175fb32b0d,54,253.5
175fb32b0d,55,255.0
175fb32b0d,56,255.4
175fb32b0d,57,253.7
175fb32b0d,58,
175fb32b0d,59,
175fb32b0d,60,
175fb32b0d,61,
175fb32b0d,62,248.6
175fb32b0d,63,249.6
175fb32b0d,64,253.0
175fb32b0d,65,249.8
175fb32b0d,66,249.7
175fb32b0d,67,250.8
175fb32b0d,68,
175fb32b0d,69,248.5
175fb32b0d,70,248.1
175fb32b0d,71,250.3
175fb32b0d,72,246.8
175fb32b0d,73,248.2
175fb32b0d,74,249.8
175fb32b0d,75,247.5
175fb32b0d,76,248.0
175fb32b0d,77,248.7
175fb32b0d,78,
175fb32b0d,79,
